"ID";"Geslacht";"Leeftijd";"RegioS";"Perioden";"TotaalNieuwvormingen_8";"TotaalEndocrieneVoedingsStofwZ_32";"TotaalPsychischeStoornissen_35";"TotaalZiektenVanHartEnVaatstelsel_43";"TotaalZiektenVanDeKransvaten_44";"k_711AcuutHartinfarct_45";"k_712OverigeZiektenVanDeKransvaten_46";"k_72OverigeHartziekten_47";"TotaalZiektenVanDeAdemhalingsorganen_50";"k_81Griep_51";"k_82Longontsteking_52";"TotaalChronischeAandOndersteLucht_53";"k_831Astma_54";"k_832OvChronAandOndersteLuchtw_55";"k_84OverigeZiektenAdemhalingsorganen_56";"TotaalZiektenSpierenBeendBindwfsl_64";"k_111ReumatoideArtritisEnArtrose_65";"k_112OvZktnSpierenBeendBindwfsl_66"
"4087";"T001038";"41650";"GM0307";"2023JJ00";"      18";"       0";"       1";"       7";"       0";"       0";"       0";"       3";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"4088";"T001038";"41650";"GM0307";"2024JJ00";"      11";"       1";"       0";"       7";"       0";"       0";"       0";"       4";"       2";"       0";"       1";"       0";"       0";"       0";"       1";"       0";"       0";"       0"
"4115";"T001038";"41650";"GM0363";"2022JJ00";"      77";"       8";"      11";"      25";"       3";"       1";"       2";"      11";"       3";"       0";"       1";"       2";"       0";"       2";"       0";"       3";"       0";"       3"
"4116";"T001038";"41650";"GM0363";"2023JJ00";"      63";"       7";"      14";"      33";"       3";"       3";"       0";"      11";"       9";"       1";"       1";"       4";"       1";"       3";"       3";"       1";"       0";"       1"
"4117";"T001038";"41650";"GM0363";"2024JJ00";"      78";"       7";"      19";"      21";"       4";"       4";"       0";"      10";"       8";"       1";"       2";"       2";"       1";"       1";"       3";"       0";"       0";"       0"
"4144";"T001038";"41650";"GM0200";"2022JJ00";"       8";"       1";"       2";"       7";"       1";"       0";"       1";"       1";"       3";"       1";"       2";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"4145";"T001038";"41650";"GM0200";"2023JJ00";"       9";"       2";"       3";"       5";"       2";"       2";"       0";"       1";"       2";"       0";"       1";"       0";"       0";"       0";"       1";"       0";"       0";"       0"
"4146";"T001038";"41650";"GM0200";"2024JJ00";"      14";"       2";"       5";"       3";"       1";"       1";"       0";"       1";"       4";"       0";"       2";"       1";"       0";"       1";"       1";"       0";"       0";"       0"
"4173";"T001038";"41650";"GM0202";"2022JJ00";"      12";"       1";"       3";"       8";"       3";"       3";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"4174";"T001038";"41650";"GM0202";"2023JJ00";"      14";"       5";"       3";"       5";"       2";"       1";"       1";"       2";"       1";"       0";"       0";"       1";"       0";"       1";"       0";"       0";"       0";"       0"
"4175";"T001038";"41650";"GM0202";"2024JJ00";"      13";"       1";"       2";"       4";"       0";"       0";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       1"
"4202";"T001038";"41650";"GM0758";"2022JJ00";"      15";"       0";"       3";"       6";"       2";"       1";"       1";"       1";"       1";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       0";"       0"
"4203";"T001038";"41650";"GM0758";"2023JJ00";"      11";"       3";"       3";"       5";"       1";"       1";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"4204";"T001038";"41650";"GM0758";"2024JJ00";"      18";"       1";"       1";"       4";"       1";"       1";"       0";"       0";"       1";"       0";"       0";"       1";"       0";"       1";"       0";"       0";"       0";"       0"
"4231";"T001038";"41650";"GM0505";"2022JJ00";"      11";"       1";"       0";"       6";"       1";"       0";"       1";"       0";"       1";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"4232";"T001038";"41650";"GM0505";"2023JJ00";"       8";"       0";"       2";"       1";"       0";"       0";"       0";"       1";"       2";"       0";"       1";"       1";"       0";"       1";"       0";"       0";"       0";"       0"
"4233";"T001038";"41650";"GM0505";"2024JJ00";"       4";"       0";"       3";"       3";"       0";"       0";"       0";"       1";"       2";"       1";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"4260";"T001038";"41650";"GM0228";"2022JJ00";"       8";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       1";"       1";"       0"
"4261";"T001038";"41650";"GM0228";"2023JJ00";"      11";"       1";"       2";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"4262";"T001038";"41650";"GM0228";"2024JJ00";"       7";"       0";"       2";"       4";"       0";"       0";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       1"
"4289";"T001038";"41650";"GM0772";"2022JJ00";"      16";"       6";"       3";"       8";"       2";"       2";"       0";"       1";"       1";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       0";"       0"
"4290";"T001038";"41650";"GM0772";"2023JJ00";"      15";"       4";"       1";"       8";"       1";"       1";"       0";"       6";"       1";"       0";"       0";"       1";"       1";"       0";"       0";"       0";"       0";"       0"
"4291";"T001038";"41650";"GM0772";"2024JJ00";"      10";"       2";"       2";"      11";"       1";"       1";"       0";"       5";"       6";"       0";"       1";"       2";"       0";"       2";"       3";"       0";"       0";"       0"
"4318";"T001038";"41650";"GM0114";"2022JJ00";"      18";"       2";"       2";"       1";"       0";"       0";"       0";"       1";"       1";"       0";"       0";"       1";"       1";"       0";"       0";"       0";"       0";"       0"
"4319";"T001038";"41650";"GM0114";"2023JJ00";"      13";"       3";"       0";"       3";"       1";"       1";"       0";"       0";"       2";"       0";"       0";"       1";"       0";"       1";"       1";"       2";"       0";"       2"
"4320";"T001038";"41650";"GM0114";"2024JJ00";"       9";"       1";"       4";"       6";"       0";"       0";"       0";"       2";"       3";"       0";"       0";"       3";"       0";"       3";"       0";"       0";"       0";"       0"
"4347";"T001038";"41650";"GM0153";"2022JJ00";"      24";"       1";"       0";"       5";"       2";"       0";"       2";"       0";"       6";"       2";"       1";"       1";"       0";"       1";"       2";"       0";"       0";"       0"
"4348";"T001038";"41650";"GM0153";"2023JJ00";"      17";"       6";"       2";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"4349";"T001038";"41650";"GM0153";"2024JJ00";"      10";"       1";"       6";"       7";"       2";"       1";"       1";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       1"
"4376";"T001038";"41650";"GM0518";"2022JJ00";"      53";"      12";"      10";"      21";"       7";"       5";"       2";"       8";"       4";"       1";"       2";"       0";"       0";"       0";"       1";"       0";"       0";"       0"
"4377";"T001038";"41650";"GM0518";"2023JJ00";"      43";"       2";"       5";"      16";"       6";"       6";"       0";"       7";"       5";"       2";"       1";"       0";"       0";"       0";"       2";"       3";"       0";"       3"
"4378";"T001038";"41650";"GM0518";"2024JJ00";"      50";"       5";"      10";"      24";"       3";"       2";"       1";"       7";"       4";"       0";"       2";"       1";"       0";"       1";"       1";"       1";"       0";"       1"
"4405";"T001038";"41650";"GM0014";"2022JJ00";"      26";"       3";"       7";"       5";"       1";"       1";"       0";"       2";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"4406";"T001038";"41650";"GM0014";"2023JJ00";"      21";"       4";"       9";"       7";"       4";"       3";"       1";"       1";"       1";"       0";"       0";"       1";"       0";"       1";"       0";"       0";"       0";"       0"
"4407";"T001038";"41650";"GM0014";"2024JJ00";"      23";"       1";"       4";"      10";"       1";"       0";"       1";"       5";"       2";"       0";"       1";"       1";"       0";"       1";"       0";"       0";"       0";"       0"
"4434";"T001038";"41650";"GM0392";"2022JJ00";"      18";"       2";"       3";"       2";"       1";"       1";"       0";"       0";"       3";"       2";"       0";"       1";"       0";"       1";"       0";"       0";"       0";"       0"
"4435";"T001038";"41650";"GM0392";"2023JJ00";"      12";"       0";"       3";"       3";"       2";"       2";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       1"
"4436";"T001038";"41650";"GM0392";"2024JJ00";"       9";"       0";"       4";"       3";"       1";"       1";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"4463";"T001038";"41650";"GM0394";"2022JJ00";"      18";"       1";"       2";"       3";"       0";"       0";"       0";"       1";"       1";"       1";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       1"
"4464";"T001038";"41650";"GM0394";"2023JJ00";"       6";"       1";"       0";"       1";"       1";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"4465";"T001038";"41650";"GM0394";"2024JJ00";"      13";"       0";"       1";"       6";"       1";"       1";"       0";"       3";"       1";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       0";"       0"
"4492";"T001038";"41650";"GM0796";"2022JJ00";"       9";"       2";"       2";"       4";"       1";"       1";"       0";"       2";"       1";"       0";"       0";"       1";"       0";"       1";"       0";"       0";"       0";"       0"
"4493";"T001038";"41650";"GM0796";"2023JJ00";"      14";"       0";"       5";"       9";"       0";"       0";"       0";"       2";"       1";"       1";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       1"
"4494";"T001038";"41650";"GM0796";"2024JJ00";"      10";"       2";"       2";"       4";"       0";"       0";"       0";"       0";"       2";"       0";"       0";"       1";"       0";"       1";"       1";"       0";"       0";"       0"
"4521";"T001038";"41650";"GM0546";"2022JJ00";"      13";"       0";"       3";"       3";"       0";"       0";"       0";"       3";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       1"
"4522";"T001038";"41650";"GM0546";"2023JJ00";"       9";"       1";"       1";"       4";"       0";"       0";"       0";"       0";"       1";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"4523";"T001038";"41650";"GM0546";"2024JJ00";"       6";"       4";"       2";"       3";"       1";"       0";"       1";"       2";"       1";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       0";"       0"
"4550";"T001038";"41650";"GM0935";"2022JJ00";"      13";"       3";"       4";"       2";"       2";"       2";"       0";"       0";"       1";"       0";"       0";"       1";"       0";"       1";"       0";"       0";"       0";"       0"
"4551";"T001038";"41650";"GM0935";"2023JJ00";"       6";"       1";"       1";"       1";"       0";"       0";"       0";"       0";"       2";"       0";"       1";"       0";"       0";"       0";"       1";"       0";"       0";"       0"
"4552";"T001038";"41650";"GM0935";"2024JJ00";"       6";"       0";"       0";"       2";"       1";"       0";"       1";"       0";"       1";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"4579";"T001038";"41650";"GM0268";"2022JJ00";"      26";"       4";"       1";"       6";"       3";"       2";"       1";"       2";"       4";"       1";"       1";"       1";"       0";"       1";"       1";"       0";"       0";"       0"
"4580";"T001038";"41650";"GM0268";"2023JJ00";"      16";"       1";"       1";"       2";"       0";"       0";"       0";"       1";"       1";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
